Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Вдовиченко,Едита,Теодорівна,Жінка,18-03-1947,Секретар,селище Берегове,"парк Братська, буд. 60 кв. 388, Копичинці, 66900",+380 (19) 676-86-68,rubetsliudmyla@example.org
Тимченко,Людмила,Ярославівна,Жінка,29-08-1996,Музикознавець,село Ромни,"проспект Уютна, буд. 5, Кам'янка-Бузька, 26779",049 282 80 45,anzhela41@example.org
Голобородько,Софія,Тимофіївна,Жінка,14-05-1972,Електротехнік,селище Вознесенівка,"парк Остапа Вишні, буд. 86 кв. 814, Світлодарськ, 43116",062 201-94-44,ihorshvedchenko@example.org
Жадан,Марія,Єфремівна,Жінка,01-11-1993,Маркетолог,селище Кам'янець-Подільський,"вулиця Кондрашина, буд. 2, Васильків, 86121",+380 25 017-06-49,stepan37@example.org
Гресь,Марʼяна,Валентинівна,Жінка,05-06-1984,Математик,село Помічна,"узвіз Лазурний 3-й, буд. 082, Яворів, 17872",006 653 36 84,bohuslav20@example.net
Алексійчук,Єва,Богодарівна,Жінка,09-10-2007,Геофізик,селище Бучач,"сквер Партизанська, буд. 00, Херсон, 49469",+380 93 073-62-15,orkhyp62@example.com
Вітрук,Алла,Панасівна,Жінка,15-07-1952,Кінорежисер,село Докучаєвськ,"сквер Лінія 40-ва, буд. 5, Жданівка, 31051",+380 42 212-61-37,vilienko@example.org
Радченко,Маруся,Ростиславівна,Жінка,29-12-1968,Єгер,хутір Донецьк,"вулиця Лузанівський 1-й, буд. 03, Білгород-Дністровський, 49883",+380 15 220-41-56,ihaidamaka@example.net
Шиян,Пріска,Олександрівна,Жінка,03-01-1994,Педагог,селище Виноградів,"набережна Юрженка Олександра, буд. 50 кв. 2, Скадовськ, 11390",561 67 29,pandriienko@example.org
Юхименко,Віолетта,Вадимівна,Жінка,26-09-1990,Громадський діяч,місто Болехів,"сквер Буніна, буд. 71, Калуш, 05437",+380 (36) 294-31-10,makarenkohalyna@example.com
Ватаманюк,Богуслава,Володимирівна,Жінка,18-09-1956,Дизайнер,хутір Алмазна,"вулиця Кавказька, буд. 7 кв. 848, Немирів, 19355",+380 42 609 27 34,nestor18@example.org
Заїка,Златослава,Устимівна,Жінка,07-01-1987,Швачка,місто Городня,"сквер Герцена, буд. 260, Білозерське, 87948",066 121-31-29,davydilienko@example.net
Сіробаба,Тетяна,Ігнатівна,Жінка,14-08-2003,Золотар,село Заліщики,"вулиця Штурвальна, буд. 3, Зборів, 74560",+380 (12) 095-34-07,vira69@example.org
Скопенко,Тереза,Тарасівна,Жінка,07-02-1966,Кухар,хутір Переяслав,"площа Середньофонтанська, буд. 32, Добропілля, 88698",+380 29 010-75-82,amvrosii64@example.net
Товстуха,Любов,Вікторівна,Жінка,17-03-1942,Філолог,хутір Щастя ,"проспект Нахімова, буд. 585 кв. 65, Сіверськ, 23438",+380 (23) 747-21-38,danchukazar@example.com
Щорс,Віолетта,Володимирівна,Жінка,10-07-1978,Режисер,селище Нове Давидково,"сквер Чапаєва, буд. 996 кв. 6, Умань, 82859",014 102-31-79,imykhailiuk@example.org
Яценко,Амалія,Болеславівна,Жінка,26-12-1962,Кінорежисер,місто Вараш,"шосе Тополиний, буд. 9 кв. 377, Бердичів, 45315",+380 82 200 01 22,orkhyp12@example.org
Уманець,Ярослава,Єфремівна,Жінка,24-09-1984,Мінералог,село Сарни,"шосе Академіка Філатова, буд. 923 кв. 016, Моспине, 07555",854 33 19,adamchukanzhela@example.com
Мазепа,Любов,Тарасівна,Жінка,25-10-1980,Інженер,місто Кривий Ріг,"набережна Угорська, буд. 5 кв. 956, Київ, 05273",097 087 57 46,zlatoslava12@example.org
Гавриленко,Еріка,Давидівна,Жінка,03-02-1939,Кухар,хутір Копичинці,"сквер Польова, буд. 80, Комарно, 55895",+380 (92) 978-63-74,boleslav99@example.org
Бабич,Валентина,Борисівна,Жінка,18-08-1992,Астрофізик,хутір Корсунь-Шевченківський,"узвіз Бузковий, буд. 82 кв. 31, Помічна, 58625",+380 75 712-05-66,eishchak@example.com
Годунок,Богуслава,Несторівна,Жінка,20-02-1943,Геофізик,хутір Умань,"вулиця Дунайська, буд. 8, Корець, 58083",+380 58 644-12-12,jmoskal@example.net
Арсенич,Маруся,Богодарівна,Жінка,09-12-1987,Футболіст,село Вашківці,"площа Супутників, буд. 60 кв. 631, Кропивницький, 10291",+380 13 114 76 59,bkashchenko@example.com
Носаченко,Світлана,Петрівна,Жінка,20-06-1956,Візажист,місто Харцизьк,"провулок Обривиста, буд. 56 кв. 45, Краматорськ, 42355",+380 52 163 50 06,alina74@example.net
Жадан,Богданна,Вʼячеславівна,Жінка,18-04-1990,Фізик,селище Тернопіль,"парк Овідіопольська дорога, буд. 237 кв. 6, Жмеринка, 38784",+380 (06) 589-28-77,viktoriia96@example.com
Базилевич,Ада,Леопольдівна,Жінка,04-09-1957,Сантехнік,місто Бердянськ,"вулиця Глухий міст, буд. 2 кв. 365, Жданівка, 95200",025 091 89 97,alekseienkoada@example.com
Ґереґа,Ганна,Мирославівна,Жінка,13-04-1995,Дипломат,селище Збараж,"сквер Чапаєва, буд. 579, Голубівка, 95912",+380 50 505 24 95,hiaremenko@example.net
Ірванець,Марта,Йосипівна,Жінка,01-09-1956,Гірничий інженер,селище Алмазна,"сквер Сєрогодського, буд. 441, Вовчанськ, 77043",002 038 13 48,khrystycholha@example.org
Абрамчук,Володимира,Захарівна,Жінка,16-11-1973,Піаніст,селище Олешки,"узвіз Чумацька, буд. 89 кв. 5, Синельникове, 34451",+380 60 843-48-51,iaroslav02@example.org
Журавель,Оксана,Болеславівна,Жінка,01-06-1970,Скульптор,селище Тернівка ,"провулок Партизанська, буд. 66, Вознесенівка, 96094",913-29-70,mykytabatih@example.org
Бандера,Камілла,Вʼячеславівна,Жінка,06-11-1941,Драматург,село Ужгород,"шосе Академіка Панкратової, буд. 692 кв. 5, Мала Виска, 54747",+380 36 010-57-43,tmoskal@example.com
Іщенко,Орися,Вікторівна,Жінка,05-08-1985,Євнух,село Прилуки,"узвіз Лютеранський, буд. 760 кв. 737, Борзна, 57717",+380 09 667-53-22,jbazylevych@example.net
Фаренюк,Вікторія,Володимирівна,Жінка,14-10-1982,Антрополог,селище Кодима,"проспект Деревообробна, буд. 718 кв. 097, Попасна, 23278",+380 38 353 60 71,aiaremenko@example.net
Джус,Єва,Алевтинівна,Жінка,04-11-1985,Будник,село Харцизьк,"сквер Наливна, буд. 26, Мостиська, 62908",058 091 68 79,artem06@example.org
Єресько,Оксана,Омелянівна,Жінка,12-10-1994,Модельєр,село Краматорськ,"сквер Ковиловий, буд. 596 кв. 522, Шаргород, 12575",488-77-37,threchanyk@example.net
Ірванець,Богуслава,Устимівна,Жінка,16-01-1973,Прокурор,селище Семенівка,"провулок Олександрівський, буд. 00 кв. 9, Ківерці, 33982",053 850-60-11,tbaturynets@example.com
Приймак,Ольга,Демʼянівна,Жінка,23-02-1989,Перекладач,місто Костопіль,"площа Ланжерон, буд. 2 кв. 9, Кам'янка-Дніпровська, 64847",+380 11 547-79-05,panteleimondevdiuk@example.org
Каденюк,Михайлина,Стефанівна,Жінка,28-07-1946,Біолог,хутір Чортків,"парк Деревообробний 5-й, буд. 292 кв. 812, Деражня, 69678",731 25 78,tbaklan@example.org
Ґалаґан,Альбіна,Ігнатівна,Жінка,09-10-1979,Модель,селище Рахів,"сквер Нікітіна, буд. 9 кв. 679, Хмільник, 41287",+380 97 383-74-30,diefymenko@example.net
Андрієвич,Златослава,Данилівна,Жінка,05-06-1992,Сантехнік,селище Володимир-Волинський,"шосе Старорізнична, буд. 6 кв. 69, Шостка, 98593",064 369-98-60,vshapoval@example.net
Давиденко,Камілла,Олександрівна,Жінка,12-09-1957,Актор,село Городенка,"площа Хаджибейський 2-й, буд. 5 кв. 320, Южне, 06829",932 51 62,gpelekh@example.net
Ісаєвич,Альбіна,Владиславівна,Жінка,24-04-1960,Стоматолог,місто Гнівань,"вулиця Кипарисний 3-й, буд. 288, Кам'янка (Черкаська область), 13630",+380 94 436 83 51,oleksandratamanchuk@example.net
